lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A11.2,A11,A11.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/simplifying-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.3,A11,A11.3-P1,Multiply/divide.,2-5,/subjects/math/algebra/radicals-complex-numbers/products-and-quotients-of-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.3,A11,A11.3-P2,Simplify.,2-5,/subjects/math/algebra/radicals-complex-numbers/products-and-quotients-of-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.3,A11,A11.3-P3,Test conditions.,2-5,/subjects/math/algebra/radicals-complex-numbers/products-and-quotients-of-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.3,A11,A11.3-P4,Identify invalid negative-radicand uses.,2-5,/subjects/math/algebra/radicals-complex-numbers/products-and-quotients-of-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.3,A11,A11.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/products-and-quotients-of-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.4,A11,A11.4-P1,Simplify and combine.,2-5,/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.4,A11,A11.4-P2,Use coefficients.,2-5,/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.4,A11,A11.4-P3,Geometry contexts.,2-5,/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.4,A11,A11.4-P4,Error analysis.,2-5,/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.4,A11,A11.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.5,A11,A11.5-P1,Single radicals.,2-5,/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.5,A11,A11.5-P2,Higher roots extension.,2-5,/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.5,A11,A11.5-P3,Explain equivalence.,2-5,/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.5,A11,A11.5-P4,Simplify fully.,2-5,/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.5,A11,A11.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.6,A11,A11.6-P1,Rationalize.,2-5,/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.6,A11,A11.6-P2,Multiply radical binomials.,2-5,/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.6,A11,A11.6-P3,Identify conjugates.,2-5,/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.6,A11,A11.6-P4,Connect to difference of squares.,2-5,/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.6,A11,A11.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.7,A11,A11.7-P1,Convert forms.,2-5,/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.7,A11,A11.7-P2,Simplify.,2-5,/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.7,A11,A11.7-P3,Negative rational exponents.,2-5,/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.7,A11,A11.7-P4,Evaluate exact values.,2-5,/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.7,A11,A11.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.8,A11,A11.8-P1,One- and two-radical equations.,2-5,/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.8,A11,A11.8-P2,Exact/approximate.,2-5,/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.8,A11,A11.8-P3,Model distance.,2-5,/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.8,A11,A11.8-P4,Track candidates.,2-5,/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.8,A11,A11.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.9,A11,A11.9-P1,Identify extraneous roots.,2-5,/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.9,A11,A11.9-P2,Predict candidates.,2-5,/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.9,A11,A11.9-P3,Label reversible steps.,2-5,/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.9,A11,A11.9-P4,Compare methods.,2-5,/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.9,A11,A11.9-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.10,A11,A11.10-P1,Add/subtract/multiply/divide.,2-5,/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.10,A11,A11.10-P2,Use conjugates.,2-5,/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.10,A11,A11.10-P3,Quadratic roots.,2-5,/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.10,A11,A11.10-P4,Identify real and imaginary parts.,2-5,/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A11.10,A11,A11.10-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.1,A12,A12.1-P1,Classify relations.,2-5,/subjects/math/algebra/functions/relations-and-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.1,A12,A12.1-P2,Use vertical-line test.,2-5,/subjects/math/algebra/functions/relations-and-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.1,A12,A12.1-P3,Create examples and nonexamples.,2-5,/subjects/math/algebra/functions/relations-and-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.1,A12,A12.1-P4,Interpret contexts.,2-5,/subjects/math/algebra/functions/relations-and-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.1,A12,A12.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/relations-and-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.2,A12,A12.2-P1,Evaluate numerically and symbolically.,2-5,/subjects/math/algebra/functions/function-notation-and-evaluation/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.2,A12,A12.2-P2,Read from graph/table.,2-5,/subjects/math/algebra/functions/function-notation-and-evaluation/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.2,A12,A12.2-P3,Use units.,2-5,/subjects/math/algebra/functions/function-notation-and-evaluation/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.2,A12,A12.2-P4,Substitute expressions.,2-5,/subjects/math/algebra/functions/function-notation-and-evaluation/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.2,A12,A12.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/function-notation-and-evaluation/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.3,A12,A12.3-P1,Solve from formulas and graphs.,2-5,/subjects/math/algebra/functions/solving-f-x-k/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.3,A12,A12.3-P2,Count solutions.,2-5,/subjects/math/algebra/functions/solving-f-x-k/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.3,A12,A12.3-P3,Explain difference from f(k).,2-5,/subjects/math/algebra/functions/solving-f-x-k/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.3,A12,A12.3-P4,Context interpretation.,2-5,/subjects/math/algebra/functions/solving-f-x-k/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.3,A12,A12.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/solving-f-x-k/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.4,A12,A12.4-P1,State domains.,2-5,/subjects/math/algebra/functions/domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.4,A12,A12.4-P2,Use interval notation.,2-5,/subjects/math/algebra/functions/domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.4,A12,A12.4-P3,Compare formula/context domain.,2-5,/subjects/math/algebra/functions/domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.4,A12,A12.4-P4,Mixed rational/radical rules.,2-5,/subjects/math/algebra/functions/domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.4,A12,A12.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/domain/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.5,A12,A12.5-P1,Read range.,2-5,/subjects/math/algebra/functions/range-and-graph-behavior/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.5,A12,A12.5-P2,Increasing/decreasing.,2-5,/subjects/math/algebra/functions/range-and-graph-behavior/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.5,A12,A12.5-P3,Extrema and intercepts.,2-5,/subjects/math/algebra/functions/range-and-graph-behavior/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.5,A12,A12.5-P4,Describe behavior.,2-5,/subjects/math/algebra/functions/range-and-graph-behavior/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.5,A12,A12.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/range-and-graph-behavior/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.6,A12,A12.6-P1,Evaluate.,2-5,/subjects/math/algebra/functions/piecewise-defined-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.6,A12,A12.6-P2,Graph.,2-5,/subjects/math/algebra/functions/piecewise-defined-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.6,A12,A12.6-P3,Write rules from graphs.,2-5,/subjects/math/algebra/functions/piecewise-defined-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.6,A12,A12.6-P4,Repair endpoint mistakes.,2-5,/subjects/math/algebra/functions/piecewise-defined-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.6,A12,A12.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/piecewise-defined-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.7,A12,A12.7-P1,Compute operations.,2-5,/subjects/math/algebra/functions/arithmetic-with-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.7,A12,A12.7-P2,Evaluate combined functions.,2-5,/subjects/math/algebra/functions/arithmetic-with-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.7,A12,A12.7-P3,Determine domain.,2-5,/subjects/math/algebra/functions/arithmetic-with-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.7,A12,A12.7-P4,Interpret models.,2-5,/subjects/math/algebra/functions/arithmetic-with-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.7,A12,A12.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/arithmetic-with-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.8,A12,A12.8-P1,Match representations.,2-5,/subjects/math/algebra/functions/comparing-algebraic-families/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.8,A12,A12.8-P2,Choose models.,2-5,/subjects/math/algebra/functions/comparing-algebraic-families/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.8,A12,A12.8-P3,Explain restrictions.,2-5,/subjects/math/algebra/functions/comparing-algebraic-families/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.8,A12,A12.8-P4,Compare long-run behavior informally.,2-5,/subjects/math/algebra/functions/comparing-algebraic-families/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A12.8,A12,A12.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/functions/comparing-algebraic-families/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.1,A13,A13.1-P1,Classify patterns.,2-5,/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.1,A13,A13.1-P2,Complete tables.,2-5,/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.1,A13,A13.1-P3,Construct formulas.,2-5,/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.1,A13,A13.1-P4,Explain multiplicative percent growth.,2-5,/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.1,A13,A13.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.2,A13,A13.2-P1,Find ratio.,2-5,/subjects/math/algebra/exponential-logarithmic/geometric-sequences-and-repeated-percent-change/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.2,A13,A13.2-P2,Write formulas.,2-5,/subjects/math/algebra/exponential-logarithmic/geometric-sequences-and-repeated-percent-change/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.2,A13,A13.2-P3,Repeated discounts/increases.,2-5,/subjects/math/algebra/exponential-logarithmic/geometric-sequences-and-repeated-percent-change/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.2,A13,A13.2-P4,Compare sequential percentages.,2-5,/subjects/math/algebra/exponential-logarithmic/geometric-sequences-and-repeated-percent-change/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.2,A13,A13.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/geometric-sequences-and-repeated-percent-change/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.3,A13,A13.3-P1,Evaluate.,2-5,/subjects/math/algebra/exponential-logarithmic/exponential-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.3,A13,A13.3-P2,Solve matching-base equations.,2-5,/subjects/math/algebra/exponential-logarithmic/exponential-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.3,A13,A13.3-P3,Identify growth/decay.,2-5,/subjects/math/algebra/exponential-logarithmic/exponential-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.3,A13,A13.3-P4,Interpret parameters.,2-5,/subjects/math/algebra/exponential-logarithmic/exponential-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.3,A13,A13.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/exponential-functions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.4,A13,A13.4-P1,Sketch.,2-5,/subjects/math/algebra/exponential-logarithmic/graphs-and-transformations-of-exponentials/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.4,A13,A13.4-P2,Identify asymptote.,2-5,/subjects/math/algebra/exponential-logarithmic/graphs-and-transformations-of-exponentials/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.4,A13,A13.4-P3,Infer formulas from features.,2-5,/subjects/math/algebra/exponential-logarithmic/graphs-and-transformations-of-exponentials/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.4,A13,A13.4-P4,Compare bases.,2-5,/subjects/math/algebra/exponential-logarithmic/graphs-and-transformations-of-exponentials/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.4,A13,A13.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/graphs-and-transformations-of-exponentials/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.5,A13,A13.5-P1,Build models.,2-5,/subjects/math/algebra/exponential-logarithmic/growth-and-decay-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.5,A13,A13.5-P2,Predict future values.,2-5,/subjects/math/algebra/exponential-logarithmic/growth-and-decay-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.5,A13,A13.5-P3,Interpret parameters.,2-5,/subjects/math/algebra/exponential-logarithmic/growth-and-decay-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.5,A13,A13.5-P4,State limitations.,2-5,/subjects/math/algebra/exponential-logarithmic/growth-and-decay-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.5,A13,A13.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/growth-and-decay-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.6,A13,A13.6-P1,Periodic compounding.,2-5,/subjects/math/algebra/exponential-logarithmic/compound-interest/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.6,A13,A13.6-P2,Solve simple balance/rate cases.,2-5,/subjects/math/algebra/exponential-logarithmic/compound-interest/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.6,A13,A13.6-P3,Interpret units.,2-5,/subjects/math/algebra/exponential-logarithmic/compound-interest/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.6,A13,A13.6-P4,Compare frequencies.,2-5,/subjects/math/algebra/exponential-logarithmic/compound-interest/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
